player,batting_average,strike_rate,bowling_average
A Ikuzwe,0.669724771,66.97247706,23
D Igihozo,0,0,10
K Abdulquadri,0.12,12,0
L Neil-Smith,0.309859155,30.98591549,20.57142857
XC Bartlett,0.846153846,84.61538462,29.07142857
HJ Hunt,0.459791864,45.97918638,0
DL Solway,0.387275242,38.7275242,0
BE Street,0.330481283,33.04812834,58
LC Hatcher,0.294117647,29.41176471,27.1875
EM Vines,0.163265306,16.32653061,0
W Parker,0.785714286,78.57142857,112
J Nicholas,1.023255814,102.3255814,0
L Ramjit,0.570093458,57.00934579,20.66666667
S Farooq,0.384615385,38.46153846,21.33333333
AG Rao,0.242424242,24.24242424,41
U Raymond-Hoey,0.5,50,0
N Ila,1,100,0
A Ndlovu,0.375,37.5,66
Seungmin Song,0,0,5.333333333
Mina Baek,0,0,14
Jiyeon Park,0,0,10.66666667
Hyejin Park,0,0,6
Seri Chang,0,0,19
Hiu Ying Cheung,0.5,50,0
Sun Meng Yao,0.588235294,58.82352941,0
DAP Darrell,0.780487805,78.04878049,0
OGL Bascome,0.747572816,74.75728155,10.125
MO Jones,0.780254777,78.02547771,18.35294118
AC Douglas,1.117977528,111.7977528,10.18181818
KR Ebanks,0.563829787,56.38297872,52.66666667
Ravinderpal Singh,1.424731183,142.4731183,0
P Manning,0.694029851,69.40298507,9.666666667
AF Ifill,0.623188406,62.31884058,27.33333333
GH O'Brien,0.941176471,94.11764706,23.2
DL Brangman,1.086956522,108.6956522,12.77777778
LHB Harrington-Myers,0.820512821,82.05128205,0
C Hauptfleisch,0.781609195,78.16091954,0
A Gavde,0.166666667,16.66666667,0
RJ Trott,0.479224377,47.92243767,12.58823529
Z McLaughlin,0.375,37.5,0
MR Montfort,0.5,50,0
H Thaker,0.770171149,77.01711491,21
B Khumalo,0.4,40,35.5
D Kegasitswe,0,0,49.33333333
Ameer Saiyed,0.8,80,99
B Shikongo,0.28,28,18.63157895
V Mbazo,0.804597701,80.45977011,0
A Bhagwat,0.166666667,16.66666667,0
Raag Kapur,1.5,150,21.5
Nasrulla Rana,1.222222222,122.2222222,34
I Pandey,0.428571429,42.85714286,0
MJ Fisher,0,0,30.14285714
JCT Boyle,1.123404255,112.3404255,0
MW Chu,1.102040816,110.2040816,0
RJ Watson,0.545454545,54.54545455,19
RM ter Braak,3.5,350,27
JD Gibson,1.25,125,29
FJ Colson,1.326086957,132.6086957,0
DN Phillips,1.282051282,128.2051282,0
L Delport,0.68,68,35
T Muller,0.75,75,13.83333333
CL Green,0.608695652,60.86956522,21.30769231
MJ Greig,0.868686869,86.86868687,67
MS Rees,0.666666667,66.66666667,21.5
MR Cowan,0.936936937,93.69369369,0
MJ Hansen,0.736842105,73.68421053,28.33333333
C Esterhuizen,0.5,50,22.33333333
LF Boucher,0.856164384,85.61643836,26.83333333
CR Sarsfield,0.666666667,66.66666667,36
FC Leydon-Davis,0.973214286,97.32142857,35
RM Burns,1.072886297,107.2886297,0
BG Armstrong,1.035714286,103.5714286,27.14285714
FC Jonas,0.25,25,17.26470588
A van Deventer,1.189189189,118.9189189,0
AT Hucker,0.87755102,87.75510204,31.66666667
AN Kelly,0.638392857,63.83928571,18.77777778
JA Simmons,0,0,32
BM Halliday,0.852090032,85.20900322,12.36842105
KG Anderson,1.110375276,111.0375276,25.5
GES Sullivan,0.68,68,15.5
OR Lobb,0.846153846,84.61538462,0
MJ Banks,0.764705882,76.47058824,18.33333333
JL Savage,0.933333333,93.33333333,19.2
KFG Nation,1,100,0
XA Jetly,1.307692308,130.7692308,15.45454545
LEV Hughes,0.721518987,72.15189873,0
AC Mace-Cochrane,0.333333333,33.33333333,0
DM Doughty,0,0,10.75
NB Cox,0.781690141,78.16901408,0
SR Asmussen,0.285714286,28.57142857,16.73684211
S Shahri,0.996666667,99.66666667,0
LH Heaps,0.5,50,18.85714286
EJ Black,1.05,105,12.85714286
EJ Carson,0.853658537,85.36585366,16.46875
IR James,0.916666667,91.66666667,0
GE Edge,0,0,6
SI Gray,2,200,0
Shafia Hassan,0,0,15.66666667
DH Sharma,0,0,14
Shafina Mahesh,0.531914894,53.19148936,12
R Butler,0.833333333,83.33333333,0
H Dhavina,0,0,15.8
SK Sonpethkar,0,0,27
Abid Ali,0.503512881,50.35128806,0
Fawad Alam,0.621139327,62.11393274,29
Haider Ali,1.176375405,117.6375405,0
C Campher,0.720347155,72.03471553,32.02564103
S Gajnabi,0.687002653,68.70026525,24
SS Grimmond,0.704402516,70.44025157,18.64285714
M Bhanuka,0.814285714,81.42857143,0
R Hekure,0.651960784,65.19607843,23.5862069
Junaid Siddique (2),0.811881188,81.18811881,30.54545455
D Ajekun,0.638554217,63.85542169,19
NA Greenwood,1.027542373,102.7542373,4
OJ Hairs,1.549019608,154.9019608,0
S Smith,0.555555556,55.55555556,0
JOA Gordon,0.322580645,32.25806452,18.85714286
U Aryaman Sunil,1.186868687,118.6868687,39.625
Gershon Yusuf,0,0,0
DDP D'Silva,0.578431373,57.84313725,16.8
Zawar Farid,0.972413793,97.24137931,20.91666667
C Floyd,1.105263158,110.5263158,32.5
Vikramjit Singh,0.738255034,73.82550336,39
Norwira Zazmie,0.102564103,10.25641026,80
Muhammad Hafiz,1,100,0
Owais Ahmed,0,0,31
Aamer Ikram,0.766666667,76.66666667,0
Najjam Shahzad,1.248,124.8,15.08333333
F Stoman,0.64,64,17.125
Raja Adeel,0,0,19.05
Arslan Ahmed,0.458333333,45.83333333,0
Fakhrul Mohon,0.888888889,88.88888889,20
E Packard,0.719298246,71.92982456,22
K Nestor,0.726415094,72.64150943,33.2
LA Collado,0.607142857,60.71428571,0
CJ Delany,0.814814815,81.48148148,62
J Perman,1.363636364,136.3636364,18.66666667
Tauqeer Hussain,1,100,9
Kushal Malla,1.205574913,120.5574913,21.875
D Jakiel,0,0,18.125
D Potgieter,1.188976378,118.8976378,22.16666667
MJ Ackerman,1.168674699,116.8674699,0
M Jansen,0.5657277,56.57276995,30.86363636
WB Marshall,1.101851852,110.1851852,0
A Mnyaka,1.166666667,116.6666667,34
Ainool Haqqiem,0.923076923,92.30769231,0
Ainool Hafizs,1.132075472,113.2075472,0
Zubaidi Zulkifle,1.441558442,144.1558442,0
Arya Sethi,0.7,70,0
Dikshanshu Negi,1.17721519,117.721519,24.85714286
DK Sharma,0,0,0
TM Srivastava,1.197080292,119.7080292,0
Cheepurapalli Stephen,0.666666667,66.66666667,7.625
Anshuman Gautam,0.65625,65.625,0
Rajesh Singh,0.942857143,94.28571429,30
Shasheem Rathour,0.983333333,98.33333333,18.16666667
Naren Reddy,1.454545455,145.4545455,13.33333333
Sarfaraz Ashraf,0.580645161,58.06451613,18
Arkaprabha Sinha,0.810526316,81.05263158,0
SM Singha,0.797468354,79.74683544,0
T Mishra,0.685782557,68.57825568,8
Harmeet Singh (2),1.35,135,11
Uvais Ahmad,1.671875,167.1875,0
Myendung Singpho,0.555555556,55.55555556,43
Rahul Dalal,1.247572816,124.7572816,0
Shashwat Kohli,0.728571429,72.85714286,0
Nikhil Chaudhary,2.307692308,230.7692308,31.33333333
Chengkam Sangma,0.5,50,20.2
RP Sharma,0.923076923,92.30769231,0
Kilco R Marak,0.8,80,14.54545455
Sujit Nayak,1.3125,131.25,21
Kruthik Hanagavadi,0,0,55
Abhay,0.071428571,7.142857143,0
Sumit Lama,0.333333333,33.33333333,24.5
Heramb Parab,1.733333333,173.3333333,20.2
Aditya Waghmode,1.404040404,140.4040404,0
Deepraj Gaonkar,1.105769231,110.5769231,46.8
Arjit Gupta,1.224489796,122.4489796,0
Rex Rajkumar,1.148514851,114.8514851,47.5
Nitesh Sedai,1.03960396,103.960396,61
T Pradeep,1.75,175,28.83333333
Himanshu Sangwan,2,200,47.66666667
Ashutosh Sharma,1.671875,167.1875,0
Sagar Udeshi,0,0,26.6
Ashith Rajiv,1.125,112.5,72.33333333
Santha Moorthy,0,0,11.85714286
Suresh Kumar,0.416666667,41.66666667,7.25
Ravikant Singh,0,0,15.5
Hrishikesh Tamuli,0.666666667,66.66666667,0
AN Longchar,0.214285714,21.42857143,0
Hokaito Zhimomi,0.784172662,78.41726619,19
Nagaho Chishi,0.4,40,29.33333333
Parth Chauhan,1.684210526,168.4210526,18
YV Takawale,0.824074074,82.40740741,0
Aditya Kaushik,1.054455446,105.4455446,0
Vipul Krishna,0,0,23
Johnson Singh,0.666666667,66.66666667,0
Al Bashid Muhammed,0.487179487,48.71794872,0
Tanveer Ul-Haq,0.692307692,69.23076923,35.2
Akash Singh,0.892857143,89.28571429,30.4
Yab Niya,0.6,60,73
AR Kumar,0.946902655,94.69026549,0
Subramanian Anand,1.083333333,108.3333333,0
Auqib Nabi,0.8,80,11.16666667
Abid Mushtaq (2),1.263157895,126.3157895,14.33333333
Fazil Rashid,0.375,37.5,0
Harshit Bisht,0.848484848,84.84848485,0
Pulkit Narang,0,0,40.5
Varun Choudhary,0,0,18.35714286
Pradeep Chamoli,2,200,54
Hardeep Singh,0.142857143,14.28571429,0
Arnab Nandi,1.074074074,107.4074074,78
Shivam Chauhan,1.308823529,130.8823529,0
Samarth Vyas,1.392070485,139.2070485,0
Karma Bhutia,0.192307692,19.23076923,0
Shashi Shekhar,0.333333333,33.33333333,16
AV Kolhar,1,100,0
Thomas Moirangthem,0.5,50,19.33333333
Karthik Raman,0,0,15.83333333
Abhimanyu Rana,0.992063492,99.20634921,0
BB Dey,0,0,63
Reuben Lalhruaizela,0,0,40
Oren Ngullie,0.173913043,17.39130435,0
Simarjeet Singh,0.833333333,83.33333333,19.25
Moakumzuk Tzudir,0.5,50,0
Karan Dagar,0,0,5.6
Ponnan Rahul,1.166666667,116.6666667,0
Neelambuj Vats,0.591836735,59.18367347,28
Mukesh Choudhary,1,100,26.71428571
Shivam Bhambri,1.285,128.5,0
Gaurav Puri,1.2,120,0
Jaskaran Singh,1.660714286,166.0714286,18.84210526
Jaskaranvir Singh Sohi,1.151515152,115.1515152,0
Anand Bais,1.033333333,103.3333333,0
Abhilash Gogoi,0.952380952,95.23809524,28
Parvez Aziz,0.846153846,84.61538462,0
Ankit Yadav,0.793103448,79.31034483,22.25
Chintapalli Kranthi Kumar,1.5,150,0
D Padikkal,1.252461952,125.2461952,0
DR Deshmukh,0,0,30.8
Akash Madhwal,0,0,21.3
Akshay Wadkar,1.054187192,105.4187192,0
Gaurav Gambhir,0.75,75,53
Amit Parashar,0,0,0
Shreshth Nirmohi,0.5,50,80
Yudhvir Singh,1.363636364,136.3636364,32.25
Agniv Pan,0.622222222,62.22222222,0
Benoy Upreti,0.363636364,36.36363636,0
Vivekanand Tiwari,2,200,13.33333333
Dinesh Rai,0.517241379,51.72413793,0
Jahan Uddin,0.368421053,36.84210526,0
Padam Limboo,0.727272727,72.72727273,0
Manish Golamaru,0,0,21.33333333
Anirudh Kanwar,0,0,35.5
Dinesh Mor,0.571428571,57.14285714,0
Vikrant Rajput,1.106666667,110.6666667,0
M Ahmed,1.32,132,0
DB Das,1.056074766,105.6074766,0
Prabesh Gurung,0.25,25,0
Anil Subba,0,0,0
Kunal Dabas,0.802197802,80.21978022,0
BA Pathan,0,0,17.6
B Rahman,0.392857143,39.28571429,0
G Periyaswamy,0,0,13.5
Henry Renthlei,0.25,25,31
Roshan Alam,1.066666667,106.6666667,24.83333333
Tejosel Yiethun,0.666666667,66.66666667,0
Shanu Saini,0.5,50,14
Ajay Dev Goud,0,0,3.75
Suraj Tayam,0.4,40,0
V Pratap Singh,0.142857143,14.28571429,23.85714286
Saransh Jain,0.703703704,70.37037037,0
Gaurav Yadav,1.666666667,166.6666667,7
Prabin Luha,0.142857143,14.28571429,0
Abhijeet Saket,0,0,8
RG More,1.444444444,144.4444444,22.88888889
Sabin Chettri,0.6,60,0
V M Jivrajani,0,0,8.5
Karanveer Singh,0,0,23
Mrinmoy Dutta,0,0,21.375
Sonu Singh,0.5,50,16.6
M Siddharth,0,0,5.666666667
Dhruv Patel,0.980769231,98.07692308,66
Anmol Malhotra,0.636363636,63.63636364,0
Sumit Kumar (2),0.888888889,88.88888889,0
JH Saroha,0.5,50,0
V Aravind,0.8259362,82.59361997,0
CAH Stevenson,0.829268293,82.92682927,24.41176471
Basil Hameed,0.74554295,74.55429498,15
KP Meiyappan,0.482517483,48.25174825,24.875
Akshay Homraj,0.747191011,74.71910112,0
SW Currie,0.647058824,64.70588235,16.05263158
JPA Taylor,0.356321839,35.63218391,25.9
D Moriarty,0.482142857,48.21428571,29.7
AAP Atkinson,0.724137931,72.4137931,14.10526316
TW Hartley,0.538243626,53.82436261,35.03846154
MA Cohen,0.393617021,39.36170213,34.375
ORT Sale,0.5,50,55.66666667
E Barnes,0.472891566,47.28915663,38.03125
GCH Hill,0.516831683,51.68316832,20.88461538
LBK Hollman,0.7348378,73.48377997,40.92857143
DR Mousley,0.854897219,85.48972189,23.75
JLB Davies,0.710970464,71.09704641,0
CG Harrison,1.363636364,136.3636364,30.28571429
JH Plom,0.852941176,85.29411765,33.25
NR Welch,0.955284553,95.52845528,0
JH Wharton,0.492063492,49.20634921,0
WCF Smeed,1.382289417,138.2289417,0
LP Goldsworthy,0.609536082,60.95360825,40.15384615
JB Cracknell,1.218009479,121.8009479,0
GID Lavelle,0.704,70.4,0
BD Guest,0.603937008,60.39370079,0
TN Walallawita,0.92,92,43.27272727
TA Wood,0.899696049,89.96960486,0
RJ Das,1.157360406,115.7360406,0
FIN Khushi,0.878070974,87.80709736,0
Nasum Ahmed,1.032608696,103.2608696,28.03333333
Rishad Hossain,1,100,0
Delwar Hossain,0.75,75,28
Hasan Mahmud,0.357142857,35.71428571,21.65
Salauddin Sakil,0,0,27
Sumon Khan,0,0,85
Mukidul Islam,2,200,18.33333333
Rubel Mia,0.847826087,84.7826087,0
Ifran Hossain,0,0,38
Kaynat Hafeez,0.666666667,66.66666667,0
K Dorji,0,0,22
L Shafeeg,1.181818182,118.1818182,20.33333333
K Loday,0,0,0
U Dorji,1.333333333,133.3333333,0
K Nima,0.666666667,66.66666667,0
Mohamed Azzam,0.6,60,0
Nazwan Ismail,1,100,0
Zoona Mariyam,0,0,0
Aima Aishath,0.037037037,3.703703704,0
SC Kumari,0,0,8.5
Hamza Niyaz,0.642857143,64.28571429,0
Sajaa Fathimath,0,0,0
Shaffaa Saleem,0,0,0
Shamma Ali,0,0,18
Hafsaa Abdhulla,0.222222222,22.22222222,0
Anjali Chand,0,0,0
MM Chaudhary,0.515463918,51.54639175,0
Rabeya Khan,0.444444444,44.44444444,9.375
S Khatiwada,0,0,1
Maaha Naseer,0,0,0
ME Sanuth,0,0,60
JI de Villiers,0,0,0
Akif Javed,0,0,54.25
Abdul Nasir,0,0,41
Mohammad Mohsin,0,0,35
Mohammad Amir Khan,0.7,70,29.5
Zeeshan Ashraf,1.259541985,125.9541985,0
Faizan Khan,0,0,0
Ahmed Safi Abdullah,0.2,20,27
Maaz Khan,0,0,35.5
Muhammad Faizan,0.363636364,36.36363636,40
Raja Farzan,0,0,14.5
Zahid Mahmood,0.75,75,39.8
Arshad Iqbal,0.5,50,15.93333333
Rohail Nazir,1.323076923,132.3076923,0
Mohammad Imran,1.857142857,185.7142857,57
KT Kasuza,0.302941176,30.29411765,0
VM Nyauchi,0.5,50,42.69230769
Saif Hassan,0.655737705,65.57377049,0
CK Tshuma,0,0,82
W Madhevere,0.994680851,99.46808511,32.375
S Nair,0,0,19.33333333
Y Verma,1.454545455,145.4545455,58
B Shetty,0.597826087,59.7826087,44
PE Mendonca,0.956043956,95.6043956,58.5
V Jesrani,0.481012658,48.10126582,0
A Doddaballapur,0.774566474,77.4566474,4.3
Javed Hira,0.538461538,53.84615385,0
Fiza,0.722772277,72.27722772,0
SV Shetty,0.80952381,80.95238095,0
N Jagadish,0.461538462,46.15384615,12
S Meyenborg,0,0,4.25
Javed Hina,0.35,35,0
A Bierwisch,0.282608696,28.26086957,8
K Vijayaraghavan,0.590361446,59.03614458,0
Sani E Zehra,0,0,23
SP Khakurel,0.741935484,74.19354839,0
KS Airee,1.111111111,111.1111111,29.85714286
Aftab Hussain,0,0,13.21428571
BV Save,0.941176471,94.11764706,0
IGTR Kumara,0.25,25,0
Mohammad Ayaz,0,0,0
Abdul Wahid,0,0,5.375
A Sharafu,0.682656827,68.26568266,0
Adil Butt,0,0,26
Ansh Tandon,0.888888889,88.88888889,0
I Liyanage,0.614942529,61.49425287,0
Anasim Khan,0.392857143,39.28571429,27
Imran Butt,0,0,21.66666667
Abdul Majid,0,0,14.57142857
Sarfaraz Ali,1.43956044,143.956044,19.375
Arshad Mazarzei,0.090909091,9.090909091,0
Nader Zahadiafzal,0,0,0
UKPW Kumaranayaka,0,0,46
Emran Shahbakhsh,1,100,0
Mehran Siasar,0,0,0
Sayed Monib,2.583333333,258.3333333,14.0625
Navid Balouch,0.826086957,82.60869565,0
Yousef Shadzehisarjou,0.78,78,0
Ali Mohammadipour,1.357142857,135.7142857,0
Masood Jayezeh,0.2,20,0
Naiem Bameri,0.25,25,0
DK Dahani,1,100,0
Aphsal Ashraf,2.647058824,264.7058824,17.5
Usman Patel,1.104477612,110.4477612,0
Kartik Tyagi,0.5,50,33.30769231
KL Nagarkoti,0.772151899,77.21518987,83
S Desungnoen,0.303030303,30.3030303,40
Robert Raina,0.537037037,53.7037037,0
P Suanchuai,0.792079208,79.20792079,0
Ismail Sardar,0.294117647,29.41176471,0
B Karki,0,0,14.42857143
Noor Ahmad,0.907894737,90.78947368,34.35294118
P Hatzoglou,1.058823529,105.8823529,20.30434783
T Sangha,0.102564103,10.25641026,24.66666667
JJ Bazley,0.818565401,81.85654008,23.3
O Davies,1.323333333,132.3333333,0
MJ Owen,1.424242424,142.4242424,16.8
JP Wood,0.823529412,82.35294118,0
L Scott,0.372990354,37.29903537,45
CB Neale,0,0,10
A Smith,0.607843137,60.78431373,16.15384615
D Brown,3,300,18.56
T Wilson,0.818181818,81.81818182,0
S Day,1.461538462,146.1538462,22.35714286
E Hayward,0.65625,65.625,23.76923077
CR Knott,1.32173913,132.173913,19.85714286
G Voll,1.035519126,103.5519126,0
E Hughes,0.25,25,11
A Yates,1,100,0
WT Smale,1,100,0
R Pretorius,0.911564626,91.15646259,45.5
NJ McGuire,0.333333333,33.33333333,0
GI Hume,0.776190476,77.61904762,18.62068966
A Cawley,0.8,80,43
D Carey,0.285714286,28.57142857,0
CMJ McLoughlin-Gavin,0.716666667,71.66666667,0
MT Foster,0.571428571,57.14285714,33.5
TH Tector,0.733333333,73.33333333,0
RA Hunter,0.973684211,97.36842105,0
R Jones,0.5,50,0
J Newland,0,0,16
GR Adair,1.112903226,111.2903226,61
J Manley,0.483516484,48.35164835,17.73333333
CJ van der Walt,0.9,90,0
TJ Price,0.728735632,72.87356322,44.76923077
EN Gay,0.637150466,63.7150466,27
CJ White,0.607142857,60.71428571,21.85
BW Aitchison,0.459057072,45.9057072,33.84375
JDM Evison,0.660030628,66.00306279,56.36363636
EHT Moulton,0.230769231,23.07692308,85
GP Balderson,0.587108014,58.71080139,40.24
AS Dale,0.434782609,43.47826087,26
HT Crocombe,0.436213992,43.62139918,35.25
JJ Carson,0.505952381,50.5952381,36.5
DJ Leech,0.066666667,6.666666667,66.5
JM Cooke,0.7100271,71.00271003,18.11764706
GD Burrows,0.111111111,11.11111111,74.33333333
WA Sheffield,0.4,40,0
BC Cullen,0.30075188,30.07518797,18.25
NN Gilchrist,0.408,40.8,28.2972973
JP Morley,0.068965517,6.896551724,33.6
JM Coles,0.579034942,57.90349418,31.81818182
JNT Seales,0.485714286,48.57142857,22.475
AR Nedd,0.333333333,33.33333333,55
KS Melius,1.6,160,0
PV Tambe,0.5,50,25.72413793
J Bishop,1.40625,140.625,18.5
NRJ Young,1.054054054,105.4054054,46
J Da Silva,0.624678663,62.46786632,0
K Sinclair,0.125,12.5,22
AA Jangoo,0.625,62.5,0
KJ Harding,0,0,89
C Archibald,0.25,25,0
S Kailath,0,0,82
AM Zepeda,0.5,50,115
R Avdylaj,0.333333333,33.33333333,74
S Sadarangani,0.471910112,47.19101124,20.25
JA Stiglitz,0,0,128
P Sabu,0,0,0
Busra Uca,0.217391304,21.73913043,0
A Nookala,0.166666667,16.66666667,0
H Dhaliwal,0,0,0
H Bhullar,0.333333333,33.33333333,0
A Meyenborg,0,0,20.5
SB Chamundaiah,0,0,20.5
V Stolle,0.741935484,74.19354839,0
KL Midwood,0.483146067,48.31460674,57.5
G Scrivens,0.663201663,66.32016632,22.125
AD Carr,0.472826087,47.2826087,0
KS Castle,0.647668394,64.76683938,22.88
KJ Wolfe,0.230769231,23.07692308,20.75
Sonali Patel,0.448275862,44.82758621,17.27272727
R Southby,0.663043478,66.30434783,0
SE Rowe,0.948387097,94.83870968,0
A Capsey,0.983561644,98.35616438,18.36111111
N Holland,1.25,125,44
E Windsor,0.790909091,79.09090909,11
EM McCaughan,0.65755627,65.75562701,0
EL Arlott,0.823321555,82.33215548,21.65625
CK Boycott,0.466666667,46.66666667,25
Olivia Thomas,0.247058824,24.70588235,27
GK Davis,0.609756098,60.97560976,13.03333333
HE Jones,0.481481481,48.14814815,18.27777778
S Turner,0.414634146,41.46341463,10.5
L Marshall,0.592592593,59.25925926,0
B Ellis,0.616915423,61.69154229,11
G Ballinger,0.527272727,52.72727273,25.3125
S Munro,0.819444444,81.94444444,25.5
AL MacDonald,0.680701754,68.07017544,14.33333333
T Graves,0.847328244,84.73282443,23.75
Anisha Patel,0,0,20.72727273
L Jackson,0.450777202,45.07772021,20.44444444
L Heap,0.807692308,80.76923077,30
EA Russell,1.230769231,123.0769231,27.90909091
R Duckworth,0.321782178,32.17821782,0
NAJ Wraith,0.782426778,78.24267782,0
GKS Gole,0.333333333,33.33333333,127.5
E Corney,0.565217391,56.52173913,48
LA Parfitt,0.428571429,42.85714286,7.6
E Thorpe,0,0,48.5
PC Graham,0.851351351,85.13513514,33.14285714
LG Kellogg,0.1,10,0
AD Presland,0.444444444,44.44444444,56
MS Belt,2.5,250,42
ER Chandler,0.833333333,83.33333333,0
CM Taylor,0.470588235,47.05882353,18.38461538
A Campbell,0.748571429,74.85714286,0
RHM Hopkins,0.426229508,42.62295082,0
M Blythin,0.537634409,53.76344086,0
L Filer,1.054054054,105.4054054,24.30769231
S Hutchins,0.333333333,33.33333333,30.5
PAC Cowdrill,0.666666667,66.66666667,0
C Brewer,0.7925,79.25,18
H Brown,0.340425532,34.04255319,0
D Gregory,0.373831776,37.38317757,26
DL Collins,0.503125,50.3125,0
S Butler,0.50310559,50.31055901,41.5
HL Baker,0.6,60,25.23076923
PA Franklin,0.873893805,87.38938053,28.33333333
A Clarke,0.166666667,16.66666667,0
Wahidullah Usmani,0.945205479,94.52054795,0
M Dixit,0.875,87.5,96
Murid Ekrami,1.533333333,153.3333333,26.66666667
WJ Cope,1.107692308,110.7692308,19.07692308
P Malav,1.4,140,14.63636364
Muhammad Muneeb,0.796875,79.6875,0
S Kushretha,0.733333333,73.33333333,18.83333333
Sazzad Hosen,0.84,84,0
V Vijh,0.858064516,85.80645161,15.92307692
M Cope,0,0,24
Khalid Ahmadi,1.869565217,186.9565217,6.666666667
K Gilham,0,0,15.8
K Mendon,1.516129032,151.6129032,15
S Rengarajan,0,0,28
H Gori,0,0,17
Sherul Mehta,0.618556701,61.8556701,0
C Liebenberg,1,100,0
LT Bichard,0.4,40,8.25
C Hartmann,0.798076923,79.80769231,0
M Perry,0.297674419,29.76744186,24.5
M Shumba,0.875796178,87.57961783,164
M Faraz Akram,0.5,50,45
Abdullah Shafique,1.063291139,106.3291139,0
FH Allen,1.469488189,146.9488189,0
MW Snedden,0,0,21.5
WT O'Donnell,1.425531915,142.5531915,0
JFA Field,1.173913043,117.3913043,52
OMR Pringle,0,0,68
DK Ferns,1.666666667,166.6666667,35.28571429
M Renwick,1.380952381,138.0952381,0
KJ McClure,1.271356784,127.1356784,0
HR Cooper,0.979591837,97.95918367,7
KD Clarke,1.3625,136.25,0
FL Walker,0.8,80,17.25
FW Sheat,0,0,10
MP Singh,1,100,30.2
SJ Carnachan,0.294117647,29.41176471,0
JEI Prasad,0.777777778,77.77777778,23.85714286
GK Atkinson,0.787037037,78.7037037,32.5
B Herath,0,0,35
ME Loe,0,0,32.9
GR Adams,0.8,80,37.75
PM Inglis,0.845559846,84.55598456,0
KJ Havill,0,0,52
KM Sims,0,0,22.5
SA Oldershaw,0,0,16.95833333
AJ Rout,0.64,64,0
NH Patel,0.58041958,58.04195804,22.3125
JT McFadyen,1.022727273,102.2727273,0
MN Hyde,1.714285714,171.4285714,26
KA Tomlinson,0.972972973,97.2972973,0
KJ Gaging,0.796610169,79.66101695,0
AM Ewart,0.6,60,0
ON Gain,0.965517241,96.55172414,0
N Matthews,0,0,0
Ashtuti Kumar,0,0,48
GE Plimmer,0.97309417,97.30941704,0
MB Templeton,0.774193548,77.41935484,29.5
TI Lamb,0.444444444,44.44444444,0
MM Penfold,0.181818182,18.18181818,37.44444444
L Makhosi,0,0,25.5
GJ Snyman,1.211764706,121.1764706,19.875
R de Swardt,0.728395062,72.83950617,14
G Roelofsen,1.025373134,102.5373134,0
Dayyaan Galiem,1.41509434,141.509434,16.8
W Makwetu,0.722222222,72.22222222,0
I Manack,1.230769231,123.0769231,36.125
Siyabonga Mahima,1,100,21.42857143
MC Kleinveldt,0,0,8
V Saini,1.173728814,117.3728814,19.75
R Satheesan,1.320512821,132.0512821,12.6
IA De Silva,0.704819277,70.48192771,0
K Dasan,0.444444444,44.44444444,0
KC D'Souza,1.131944444,113.1944444,11.75
Asad Ali Rehemtulla,0.4375,43.75,24.42857143
P Florin,0.555555556,55.55555556,10.66666667
Aftab Kayani,1.1,110,18
Asif Bevinje,1.396226415,139.6226415,25
Sami Ullah,1.893617021,189.3617021,12.75
Sulaiman Ali,0.8625,86.25,36
P Mishra,1.137724551,113.7724551,32.75
S Nadigotla,1.2578125,125.78125,8.666666667
Rohan Bhavesh Patel,0.625,62.5,21
DV Varghese,0.549019608,54.90196078,101.5
Abdul Shakoor (2),0.909090909,90.90909091,0
H Ivanov,0.7,70,0
Ijaz Hussain,0.779816514,77.98165138,13
P Masih,0,0,8.5
A Ahmadhel,0.133333333,13.33333333,0
C Zavoiu,0,0,11
S Vashisht,0.375,37.5,9.333333333
N Nankov,0.166666667,16.66666667,0
AM Fernando,0.275,27.5,42.69230769
B Fernando,0.826086957,82.60869565,24.54545455
K Anjula,0,0,43
ST de Silva,1.178571429,117.8571429,32.5
M Shiraz,0,0,57
RTM Mendis,0.705596107,70.55961071,42.09090909
KTGD Prasad,0.493333333,49.33333333,33.19512195
S Colombage,0.461538462,46.15384615,50.5
D Lakshan,0.966101695,96.61016949,19
V Viyaskanth,0.967741935,96.77419355,21.72727273
PHT Kaushal,0.519230769,51.92307692,45.66666667
N Thushara,0.444444444,44.44444444,25.07692308
KIC Asalanka,1.008460237,100.8460237,76
D Madushanka,0.25,25,23.6
S Tyagi,0,0,58
SSD Arachchige,1.333333333,133.3333333,20.25
M Theekshana,0.493421053,49.34210526,25.11111111
LU Igalagamage,1.105263158,110.5263158,0
P Nissanka,0.840543881,84.05438813,0
P Jayawickrama,0.4,40,34.41666667
Saud Shakeel,0.455223881,45.52238806,44
Imran Butt (2),0.308510638,30.85106383,0
Fariha Trisna,0.333333333,33.33333333,15.55555556
Sneh Rana,0.826347305,82.63473054,25.77777778
Meghna Singh,0.414634146,41.46341463,42
YH Bhatia,0.730232558,73.02325581,0
RS Williams,0.546391753,54.63917526,17
S Moseley,0.184210526,18.42105263,0
SF Hunt,0.311111111,31.11111111,45.78571429
JP McIlroy,0.419354839,41.93548387,30.14285714
DC Goodman,0,0,113.5
JA Atkins,0.217391304,21.73913043,38.83333333
PJ Malan,0.806763285,80.6763285,118
JP Sarro,0,0,50
